year,month,day_of_year,station_id,filename
2023,2,24,KABR,KABR20230224_012241_V06
2023,2,24,KABR,KABR20230224_012927_V06
2023,2,24,KABR,KABR20230224_013613_V06
2023,2,24,KABR,KABR20230224_014259_V06
2023,2,24,KABR,KABR20230224_014946_V06
2023,2,24,KABR,KABR20230224_015631_V06
2023,2,24,KABR,KABR20230224_015631_V06_MDM
2023,2,24,KABR,KABR20230224_020326_V06
2023,2,24,KABR,KABR20230224_021017_V06
2023,2,24,KABR,KABR20230224_021703_V06
2023,2,24,KABR,KABR20230224_022349_V06
2023,2,24,KABR,KABR20230224_023036_V06
2023,2,24,KABR,KABR20230224_023722_V06
2023,2,24,KABR,KABR20230224_024412_V06
2023,2,24,KABR,KABR20230224_025058_V06
2023,2,24,KABR,KABR20230224_025743_V06
2023,2,24,KABR,KABR20230224_025743_V06_MDM
2023,2,24,KABR,KABR20230224_030430_V06
2023,2,24,KABR,KABR20230224_031115_V06
2023,2,24,KABR,KABR20230224_031801_V06
2023,2,24,KABR,KABR20230224_032446_V06
2023,2,24,KABR,KABR20230224_033133_V06
2023,2,24,KABR,KABR20230224_033820_V06
2023,2,24,KABR,KABR20230224_034506_V06
2023,2,24,KABR,KABR20230224_035156_V06
2023,2,24,KABR,KABR20230224_035842_V06
2023,2,24,KABR,KABR20230224_035842_V06_MDM
2023,2,24,KABR,KABR20230224_040543_V06
2023,2,24,KABR,KABR20230224_041233_V06
2023,2,24,KABR,KABR20230224_041923_V06
2023,2,24,KABR,KABR20230224_042615_V06
2023,2,24,KABR,KABR20230224_043305_V06
2023,2,24,KABR,KABR20230224_043955_V06
2023,2,24,KABR,KABR20230224_044644_V06
2023,2,24,KABR,KABR20230224_045335_V06
2023,2,24,KABR,KABR20230224_045335_V06_MDM
2023,2,24,KABR,KABR20230224_050025_V06
2023,2,24,KABR,KABR20230224_050715_V06
2023,2,24,KABR,KABR20230224_051404_V06
2023,2,24,KABR,KABR20230224_052054_V06
2023,2,24,KABR,KABR20230224_052754_V06
2023,2,24,KABR,KABR20230224_053450_V06
2023,2,24,KABR,KABR20230224_054149_V06
2023,2,24,KABR,KABR20230224_054848_V06
2023,2,24,KABR,KABR20230224_055548_V06
2023,2,24,KABR,KABR20230224_055548_V06_MDM
2023,2,24,KABR,KABR20230224_060248_V06
2023,2,24,KABR,KABR20230224_060948_V06
2023,2,24,KABR,KABR20230224_061653_V06
2023,2,24,KABR,KABR20230224_062353_V06
2023,2,24,KABR,KABR20230224_063052_V06
2023,2,24,KABR,KABR20230224_063751_V06
2023,2,24,KABR,KABR20230224_064451_V06
2023,2,24,KABR,KABR20230224_065157_V06
2023,2,24,KABR,KABR20230224_065856_V06
2023,2,24,KABR,KABR20230224_065856_V06_MDM
2023,2,24,KABR,KABR20230224_070713_V06
2023,2,24,KABR,KABR20230224_071412_V06
2023,2,24,KABR,KABR20230224_072112_V06
2023,2,24,KABR,KABR20230224_072817_V06
2023,2,24,KABR,KABR20230224_073522_V06
2023,2,24,KABR,KABR20230224_074220_V06
2023,2,24,KABR,KABR20230224_074919_V06
2023,2,24,KABR,KABR20230224_075619_V06
2023,2,24,KABR,KABR20230224_075619_V06_MDM
2023,2,24,KABR,KABR20230224_080318_V06
2023,2,24,KABR,KABR20230224_081017_V06
2023,2,24,KABR,KABR20230224_081722_V06
2023,2,24,KABR,KABR20230224_082428_V06
2023,2,24,KABR,KABR20230224_083134_V06
2023,2,24,KABR,KABR20230224_083839_V06
2023,2,24,KABR,KABR20230224_084539_V06
2023,2,24,KABR,KABR20230224_085239_V06
2023,2,24,KABR,KABR20230224_085945_V06
2023,2,24,KABR,KABR20230224_085945_V06_MDM
2023,2,24,KABR,KABR20230224_090644_V06
2023,2,24,KABR,KABR20230224_091344_V06
2023,2,24,KABR,KABR20230224_092043_V06
2023,2,24,KABR,KABR20230224_092743_V06
2023,2,24,KABR,KABR20230224_093443_V06
2023,2,24,KABR,KABR20230224_094148_V06
2023,2,24,KABR,KABR20230224_094842_V06
2023,2,24,KABR,KABR20230224_095541_V06
2023,2,24,KABR,KABR20230224_095541_V06_MDM
2023,2,24,KABR,KABR20230224_100239_V06
2023,2,24,KABR,KABR20230224_100945_V06
2023,2,24,KABR,KABR20230224_101652_V06
2023,2,24,KABR,KABR20230224_102358_V06
2023,2,24,KABR,KABR20230224_103103_V06
2023,2,24,KABR,KABR20230224_103809_V06
2023,2,24,KABR,KABR20230224_104515_V06
2023,2,24,KABR,KABR20230224_105222_V06
2023,2,24,KABR,KABR20230224_105928_V06
2023,2,24,KABR,KABR20230224_105928_V06_MDM
2023,2,24,KABR,KABR20230224_110634_V06
2023,2,24,KABR,KABR20230224_111340_V06
2023,2,24,KABR,KABR20230224_112046_V06
2023,2,24,KABR,KABR20230224_112753_V06
2023,2,24,KABR,KABR20230224_113458_V06
2023,2,24,KABR,KABR20230224_114204_V06
2023,2,24,KABR,KABR20230224_114910_V06
2023,2,24,KABR,KABR20230224_115617_V06
2023,2,24,KABR,KABR20230224_115617_V06_MDM
2023,2,24,KABR,KABR20230224_120323_V06
2023,2,24,KABR,KABR20230224_121029_V06
2023,2,24,KABR,KABR20230224_121735_V06
2023,2,24,KABR,KABR20230224_122440_V06
2023,2,24,KABR,KABR20230224_123146_V06
2023,2,24,KABR,KABR20230224_123852_V06
2023,2,24,KABR,KABR20230224_124558_V06
2023,2,24,KABR,KABR20230224_125306_V06
2023,2,24,KABR,KABR20230224_130011_V06
2023,2,24,KABR,KABR20230224_130011_V06_MDM
2023,2,24,KABR,KABR20230224_130717_V06
2023,2,24,KABR,KABR20230224_131423_V06
2023,2,24,KABR,KABR20230224_132128_V06
2023,2,24,KABR,KABR20230224_132834_V06
2023,2,24,KABR,KABR20230224_133540_V06
2023,2,24,KABR,KABR20230224_134246_V06
2023,2,24,KABR,KABR20230224_134952_V06
2023,2,24,KABR,KABR20230224_135657_V06
2023,2,24,KABR,KABR20230224_135657_V06_MDM
2023,2,24,KABR,KABR20230224_140404_V06
2023,2,24,KABR,KABR20230224_141111_V06
2023,2,24,KABR,KABR20230224_141817_V06
2023,2,24,KABR,KABR20230224_142522_V06
2023,2,24,KABR,KABR20230224_143228_V06
2023,2,24,KABR,KABR20230224_143935_V06
2023,2,24,KABR,KABR20230224_144641_V06
2023,2,24,KABR,KABR20230224_145347_V06
2023,2,24,KABR,KABR20230224_145347_V06_MDM
2023,2,24,KABR,KABR20230224_150053_V06
2023,2,24,KABR,KABR20230224_150914_V06
2023,2,24,KABR,KABR20230224_151620_V06
2023,2,24,KABR,KABR20230224_152325_V06
2023,2,24,KABR,KABR20230224_153031_V06
2023,2,24,KABR,KABR20230224_153738_V06
2023,2,24,KABR,KABR20230224_154443_V06
2023,2,24,KABR,KABR20230224_155150_V06
2023,2,24,KABR,KABR20230224_155856_V06
2023,2,24,KABR,KABR20230224_155856_V06_MDM
2023,2,24,KABR,KABR20230224_160602_V06
2023,2,24,KABR,KABR20230224_161306_V06
2023,2,24,KABR,KABR20230224_162013_V06
2023,2,24,KABR,KABR20230224_162718_V06
2023,2,24,KABR,KABR20230224_163425_V06
2023,2,24,KABR,KABR20230224_164131_V06
2023,2,24,KABR,KABR20230224_164837_V06
2023,2,24,KABR,KABR20230224_165542_V06
2023,2,24,KABR,KABR20230224_165542_V06_MDM
2023,2,24,KABR,KABR20230224_170248_V06
2023,2,24,KABR,KABR20230224_170954_V06
2023,2,24,KABR,KABR20230224_171659_V06
2023,2,24,KABR,KABR20230224_172405_V06
2023,2,24,KABR,KABR20230224_173110_V06
2023,2,24,KABR,KABR20230224_173817_V06
2023,2,24,KABR,KABR20230224_174518_V06
2023,2,24,KABR,KABR20230224_175223_V06
2023,2,24,KABR,KABR20230224_175928_V06
2023,2,24,KABR,KABR20230224_175928_V06_MDM
2023,2,24,KABR,KABR20230224_180628_V06
2023,2,24,KABR,KABR20230224_181329_V06
2023,2,24,KABR,KABR20230224_182020_V06
2023,2,24,KABR,KABR20230224_182711_V06
2023,2,24,KABR,KABR20230224_183402_V06
2023,2,24,KABR,KABR20230224_184058_V06
2023,2,24,KABR,KABR20230224_184748_V06
2023,2,24,KABR,KABR20230224_185454_V06
2023,2,24,KABR,KABR20230224_185454_V06_MDM
2023,2,24,KABR,KABR20230224_190201_V06
2023,2,24,KABR,KABR20230224_190906_V06
2023,2,24,KABR,KABR20230224_191612_V06
2023,2,24,KABR,KABR20230224_192312_V06
2023,2,24,KABR,KABR20230224_193019_V06
2023,2,24,KABR,KABR20230224_193725_V06
2023,2,24,KABR,KABR20230224_194423_V06
2023,2,24,KABR,KABR20230224_195130_V06
2023,2,24,KABR,KABR20230224_195837_V06
2023,2,24,KABR,KABR20230224_195837_V06_MDM
2023,2,24,KABR,KABR20230224_200542_V06
2023,2,24,KABR,KABR20230224_201241_V06
2023,2,24,KABR,KABR20230224_201947_V06
2023,2,24,KABR,KABR20230224_202648_V06
2023,2,24,KABR,KABR20230224_203342_V06
2023,2,24,KABR,KABR20230224_204036_V06
2023,2,24,KABR,KABR20230224_204727_V06
2023,2,24,KABR,KABR20230224_205412_V06
2023,2,24,KABR,KABR20230224_205412_V06_MDM
2023,2,24,KABR,KABR20230224_210058_V06
2023,2,24,KABR,KABR20230224_210743_V06
2023,2,24,KABR,KABR20230224_211448_V06
2023,2,24,KABR,KABR20230224_212147_V06
2023,2,24,KABR,KABR20230224_212837_V06
2023,2,24,KABR,KABR20230224_213524_V06
2023,2,24,KABR,KABR20230224_214229_V06
2023,2,24,KABR,KABR20230224_214934_V06
2023,2,24,KABR,KABR20230224_215639_V06
2023,2,24,KABR,KABR20230224_215639_V06_MDM
2023,2,24,KABR,KABR20230224_220344_V06
2023,2,24,KABR,KABR20230224_221050_V06
2023,2,24,KABR,KABR20230224_221755_V06
2023,2,24,KABR,KABR20230224_222501_V06
2023,2,24,KABX,KABX20230224_000602_V06
2023,2,24,KABX,KABX20230224_001546_V06
2023,2,24,KABX,KABX20230224_002528_V06
2023,2,24,KABX,KABX20230224_003511_V06
2023,2,24,KABX,KABX20230224_004454_V06
2023,2,24,KABX,KABX20230224_005436_V06
2023,2,24,KABX,KABX20230224_005436_V06_MDM
2023,2,24,KABX,KABX20230224_010418_V06
2023,2,24,KABX,KABX20230224_011401_V06
2023,2,24,KABX,KABX20230224_012345_V06
2023,2,24,KABX,KABX20230224_013327_V06
2023,2,24,KABX,KABX20230224_014310_V06
2023,2,24,KABX,KABX20230224_015253_V06
2023,2,24,KABX,KABX20230224_015253_V06_MDM
2023,2,24,KABX,KABX20230224_020236_V06
2023,2,24,KABX,KABX20230224_021218_V06
2023,2,24,KABX,KABX20230224_022201_V06
2023,2,24,KABX,KABX20230224_023143_V06
2023,2,24,KABX,KABX20230224_024126_V06
2023,2,24,KABX,KABX20230224_025109_V06
2023,2,24,KABX,KABX20230224_025109_V06_MDM
2023,2,24,KABX,KABX20230224_030051_V06
2023,2,24,KABX,KABX20230224_031034_V06
2023,2,24,KABX,KABX20230224_032017_V06
2023,2,24,KABX,KABX20230224_033000_V06
2023,2,24,KABX,KABX20230224_033942_V06
2023,2,24,KABX,KABX20230224_034925_V06
2023,2,24,KABX,KABX20230224_035908_V06
2023,2,24,KABX,KABX20230224_035908_V06_MDM
2023,2,24,KABX,KABX20230224_040851_V06
2023,2,24,KABX,KABX20230224_041833_V06
2023,2,24,KABX,KABX20230224_042816_V06
2023,2,24,KABX,KABX20230224_043759_V06
2023,2,24,KABX,KABX20230224_044741_V06
2023,2,24,KABX,KABX20230224_045724_V06
2023,2,24,KABX,KABX20230224_045724_V06_MDM
2023,2,24,KABX,KABX20230224_050707_V06
2023,2,24,KABX,KABX20230224_051651_V06
2023,2,24,KABX,KABX20230224_052633_V06
2023,2,24,KABX,KABX20230224_053616_V06
2023,2,24,KABX,KABX20230224_054559_V06
2023,2,24,KABX,KABX20230224_055541_V06
2023,2,24,KABX,KABX20230224_055541_V06_MDM
2023,2,24,KABX,KABX20230224_060633_V06
2023,2,24,KABX,KABX20230224_061614_V06
2023,2,24,KABX,KABX20230224_062557_V06
2023,2,24,KABX,KABX20230224_063538_V06
2023,2,24,KABX,KABX20230224_064520_V06
2023,2,24,KABX,KABX20230224_065502_V06
2023,2,24,KABX,KABX20230224_065502_V06_MDM
2023,2,24,KABX,KABX20230224_070443_V06
2023,2,24,KABX,KABX20230224_071425_V06
2023,2,24,KABX,KABX20230224_072407_V06
2023,2,24,KABX,KABX20230224_073350_V06
2023,2,24,KABX,KABX20230224_074333_V06
2023,2,24,KABX,KABX20230224_075315_V06
2023,2,24,KABX,KABX20230224_075315_V06_MDM
2023,2,24,KABX,KABX20230224_080257_V06
2023,2,24,KABX,KABX20230224_081240_V06
2023,2,24,KABX,KABX20230224_082222_V06
2023,2,24,KABX,KABX20230224_083205_V06
2023,2,24,KABX,KABX20230224_084149_V06
2023,2,24,KABX,KABX20230224_085131_V06
2023,2,24,KABX,KABX20230224_085131_V06_MDM
2023,2,24,KABX,KABX20230224_090114_V06
2023,2,24,KABX,KABX20230224_091057_V06
2023,2,24,KABX,KABX20230224_092039_V06
2023,2,24,KABX,KABX20230224_093022_V06
2023,2,24,KABX,KABX20230224_094005_V06
2023,2,24,KABX,KABX20230224_094947_V06
2023,2,24,KABX,KABX20230224_095929_V06
2023,2,24,KABX,KABX20230224_095929_V06_MDM
2023,2,24,KABX,KABX20230224_100912_V06
2023,2,24,KABX,KABX20230224_101855_V06
2023,2,24,KABX,KABX20230224_102837_V06
2023,2,24,KABX,KABX20230224_103820_V06
2023,2,24,KABX,KABX20230224_104802_V06
2023,2,24,KABX,KABX20230224_105744_V06
2023,2,24,KABX,KABX20230224_105744_V06_MDM
2023,2,24,KABX,KABX20230224_110727_V06
2023,2,24,KABX,KABX20230224_111710_V06
2023,2,24,KABX,KABX20230224_112653_V06
2023,2,24,KABX,KABX20230224_113635_V06
2023,2,24,KABX,KABX20230224_114618_V06
2023,2,24,KABX,KABX20230224_115600_V06
2023,2,24,KABX,KABX20230224_115600_V06_MDM
2023,2,24,KABX,KABX20230224_120542_V06
2023,2,24,KABX,KABX20230224_121525_V06
2023,2,24,KABX,KABX20230224_122508_V06
2023,2,24,KABX,KABX20230224_123451_V06
2023,2,24,KABX,KABX20230224_124433_V06
2023,2,24,KABX,KABX20230224_125415_V06
2023,2,24,KABX,KABX20230224_125415_V06_MDM
2023,2,24,KABX,KABX20230224_130358_V06
2023,2,24,KABX,KABX20230224_131341_V06
2023,2,24,KABX,KABX20230224_132323_V06
2023,2,24,KABX,KABX20230224_133306_V06
2023,2,24,KABX,KABX20230224_134249_V06
2023,2,24,KABX,KABX20230224_135231_V06
2023,2,24,KABX,KABX20230224_135231_V06_MDM
2023,2,24,KABX,KABX20230224_140214_V06
2023,2,24,KABX,KABX20230224_141306_V06
2023,2,24,KABX,KABX20230224_142247_V06
2023,2,24,KABX,KABX20230224_143229_V06
2023,2,24,KABX,KABX20230224_144211_V06
2023,2,24,KABX,KABX20230224_145153_V06
2023,2,24,KABX,KABX20230224_145153_V06_MDM
2023,2,24,KABX,KABX20230224_150134_V06
2023,2,24,KABX,KABX20230224_151117_V06
2023,2,24,KABX,KABX20230224_152100_V06
2023,2,24,KABX,KABX20230224_153043_V06
2023,2,24,KABX,KABX20230224_154025_V06
2023,2,24,KABX,KABX20230224_155008_V06
2023,2,24,KABX,KABX20230224_155951_V06
2023,2,24,KABX,KABX20230224_155951_V06_MDM
2023,2,24,KABX,KABX20230224_160934_V06
2023,2,24,KABX,KABX20230224_161917_V06
2023,2,24,KABX,KABX20230224_162859_V06
2023,2,24,KABX,KABX20230224_163842_V06
2023,2,24,KABX,KABX20230224_164824_V06
2023,2,24,KABX,KABX20230224_165807_V06
2023,2,24,KABX,KABX20230224_165807_V06_MDM
2023,2,24,KABX,KABX20230224_170750_V06
2023,2,24,KABX,KABX20230224_171733_V06
2023,2,24,KABX,KABX20230224_172715_V06
2023,2,24,KABX,KABX20230224_173658_V06
2023,2,24,KABX,KABX20230224_174641_V06
2023,2,24,KABX,KABX20230224_175623_V06
2023,2,24,KABX,KABX20230224_175623_V06_MDM
2023,2,24,KABX,KABX20230224_180606_V06
2023,2,24,KABX,KABX20230224_181549_V06
2023,2,24,KABX,KABX20230224_182532_V06
2023,2,24,KABX,KABX20230224_183514_V06
2023,2,24,KABX,KABX20230224_184457_V06
2023,2,24,KABX,KABX20230224_185440_V06
2023,2,24,KABX,KABX20230224_185440_V06_MDM
2023,2,24,KABX,KABX20230224_190423_V06
2023,2,24,KABX,KABX20230224_191405_V06
2023,2,24,KABX,KABX20230224_192348_V06
2023,2,24,KABX,KABX20230224_193331_V06
2023,2,24,KABX,KABX20230224_194314_V06
2023,2,24,KABX,KABX20230224_195256_V06
2023,2,24,KABX,KABX20230224_195256_V06_MDM
2023,2,24,KABX,KABX20230224_200239_V06
2023,2,24,KABX,KABX20230224_201222_V06
2023,2,24,KABX,KABX20230224_202204_V06
2023,2,24,KABX,KABX20230224_203147_V06
2023,2,24,KABX,KABX20230224_204130_V06
2023,2,24,KABX,KABX20230224_205112_V06
2023,2,24,KABX,KABX20230224_205112_V06_MDM
2023,2,24,KABX,KABX20230224_210055_V06
2023,2,24,KABX,KABX20230224_211038_V06
